,장소,측정일시,인버터전압(R상),인버터전압(S상),인버터전압(T상),인버터주파수
7169,정선한교,2021-07-05 23:29:00,0.0,0.0,0.0,60.02
7170,정선한교,2021-07-05 23:30:00,0.0,0.0,0.0,60.02
7171,정선한교,2021-07-05 23:31:00,0.0,0.0,0.0,60.0
7172,정선한교,2021-07-05 23:32:00,0.0,0.0,0.0,60.01
7173,정선한교,2021-07-05 23:33:00,0.0,0.0,0.0,60.01
7174,정선한교,2021-07-05 23:34:00,0.0,0.0,0.0,60.01
7175,정선한교,2021-07-05 23:35:00,0.0,0.0,0.0,59.99
7176,정선한교,2021-07-05 23:36:00,0.0,0.0,0.0,60.0
7177,정선한교,2021-07-05 23:37:00,0.0,0.0,0.0,60.0
7178,정선한교,2021-07-05 23:38:00,0.0,0.0,0.0,59.98
7179,정선한교,2021-07-05 23:39:00,0.0,0.0,0.0,59.98
7180,정선한교,2021-07-05 23:40:00,0.0,0.0,0.0,59.98
7181,정선한교,2021-07-05 23:41:00,0.0,0.0,0.0,60.01
7182,정선한교,2021-07-05 23:42:00,0.0,0.0,0.0,59.95
7183,정선한교,2021-07-05 23:43:00,0.0,0.0,0.0,59.95
7184,정선한교,2021-07-05 23:44:00,0.0,0.0,0.0,59.96
7185,정선한교,2021-07-05 23:45:00,0.0,0.0,0.0,60.0
7186,정선한교,2021-07-05 23:46:00,0.0,0.0,0.0,60.0
7187,정선한교,2021-07-05 23:47:00,0.0,0.0,0.0,59.97
7188,정선한교,2021-07-05 23:48:00,0.0,0.0,0.0,59.99
7189,정선한교,2021-07-05 23:49:00,0.0,0.0,0.0,59.99
7190,정선한교,2021-07-05 23:50:00,0.0,0.0,0.0,59.99
7191,정선한교,2021-07-05 23:51:00,0.0,0.0,0.0,59.97
7192,정선한교,2021-07-05 23:52:00,0.0,0.0,0.0,59.99
7193,정선한교,2021-07-05 23:53:00,0.0,0.0,0.0,59.99
7194,정선한교,2021-07-05 23:54:00,0.0,0.0,0.0,59.99
7195,정선한교,2021-07-05 23:55:00,0.0,0.0,0.0,59.99
7196,정선한교,2021-07-05 23:56:00,0.0,0.0,0.0,59.99
7197,정선한교,2021-07-05 23:57:00,0.0,0.0,0.0,59.97
7198,정선한교,2021-07-05 23:58:00,0.0,0.0,0.0,59.98
7199,정선한교,2021-07-05 23:59:00,0.0,0.0,0.0,59.98
